date,totalRevenue
2024-08-31,25111000000
2023-08-31,15540000000
2022-08-31,30758000000
2021-08-31,27705000000
2020-08-31,21435000000
2019-08-31,23406000000
2018-08-31,30391000000
2017-08-31,20322000000
2016-08-31,12399000000
2015-08-31,16192000000
2014-08-31,16358000000
2013-08-31,9073000000
2012-08-31,8234000000
2011-08-31,8788000000
2010-08-31,8482000000
