date,totalRevenue
2025-01-31,5767300000
2024-01-31,5507700000
2023-01-31,5919600000
2022-01-31,4462383000
2021-01-31,2968900000
2020-01-31,2699161000
2019-01-31,2865791000
2018-01-31,2409170000
2017-01-31,2317674000
2016-01-31,2725828000
2015-01-31,3706963000
2014-01-31,3404400000
2013-01-31,3168630000
2012-01-31,3393040000
2011-01-31,3611893000
2010-01-31,2807687000
