date,pe_ratio
2025-04-30,94.06815805742818
2025-01-31,187.7328618367513
2024-10-31,185.84435041560684
2024-07-31,222.5335693359375
2024-04-30,273.4957695007324
2024-01-31,146.44563094429347
2023-10-31,114.47966040634527
2023-07-31,195.95859411991003
2023-04-30,126.3213372999622
2023-01-31,92.90520211924677
2022-10-31,68.83377610591421
2022-07-31,96.46947760331004
2022-04-30,110.15236927912785
2022-01-31,140.70411682128906
2021-10-31,156.8522431129633
2021-07-31,175.06844015682444
2021-04-30,153.19200713058999
2021-01-31,174.16213463092674
2020-10-31,147.07443237304688
2020-07-31,169.9944814046224
2020-04-30,145.18543879191083
2020-01-31,137.8205467672909
2019-10-31,139.51048009535845
2019-07-31,159.17752981185913
2019-04-30,151.2986183166504
2019-01-31,71.50138092041016
2018-10-31,47.77711810487689
2018-07-31,72.89512498038155
2018-04-30,59.873032569885254
2018-01-31,69.43767666816711
2017-10-31,51.59799912396599
2017-07-31,49.103498458862305
2017-04-30,59.03801520665487
2017-01-31,63.51682489568537
2016-10-31,60.96030235290527
2016-07-31,60.79815758599175
2016-04-30,924.0775108337402
2016-01-31,74.06085621226917
2015-10-31,150.04916191101074
2015-07-31,94.11004384358725
2015-04-30,97.41180860079251
2015-01-31,55.80152893066406
2014-10-31,41.57397171546673
2014-07-31,35.04569670733283
2014-04-30,52.25619210137261
2014-01-31,45.623167629899655
2013-10-31,33.08330774307251
2013-07-31,49.550317681354024
2013-04-30,49.45554231342516
2013-01-31,42.276613335860404
2012-10-31,34.019575119018555
2012-07-31,40.220677852630615
2012-04-30,55.66705206166143
2012-01-31,63.121459597633
2011-10-31,29.83341932296753
2011-07-31,33.26670998021176
2011-04-30,45.3850976352034
2011-01-31,40.53847789764404
2010-10-31,36.54598659939236
2010-07-31,31.816627979278564
2010-04-30,46.375866940147
2010-01-31,37.169156074523926
