date,pe_ratio
2025-06-30,135.82881604210803
2025-03-31,110.09737141927083
2024-12-31,100.80150581939876
2024-09-30,156.6297588926373
2024-06-30,252.6652728530237
2024-03-31,308.4951909792002
2023-12-31,143.37702950680782
2023-09-30,120.46911037389555
2023-06-30,144.38789785512805
2023-03-31,134.40057077715474
2022-12-31,113.60354159740692
2022-09-30,93.67066136112919
2022-06-30,122.68385343273376
2022-03-31,332.34256075829575
2021-12-31,153.39404199413673
2021-09-30,142.9061950440426
2021-06-30,218.79547520687706
2021-03-31,153.5394381982675
2020-12-31,121.61262016791801
2020-09-30,119.29968756598396
2020-06-30,178.6504290430679
2020-03-31,241.69099678113622
2019-12-31,94.48894526334416
2019-09-30,141.77191860704536
2019-06-30,155.10479784387303
2019-03-31,177.86703398733428
2018-12-31,66.53937074147403
2018-09-30,94.65606033161122
2018-06-30,113.72844485417467
2018-03-31,118.90157391948084
2017-12-31,91.6673400185325
2017-09-30,104.54127663060238
2017-06-30,102.4998487052271
2017-03-31,108.97251537867953
2016-12-31,76.38288709852431
2016-09-30,96.83556923499474
2016-06-30,96.99839328197723
2016-03-31,178.78239949544272
2015-12-31,108.95295014252534
2015-09-30,96.27430927322573
2015-06-30,99.5535519248561
2015-03-31,77.84239940154248
2014-12-31,111.73059748507094
2014-09-30,120.38293786951013
2014-06-30,68.35787393213288
2014-03-31,109.64004115054482
2013-12-31,56.89108193326159
2013-09-30,154.64225902891997
2013-06-30,105.38492914456039
2013-03-31,200.36719004313153
2012-12-31,109.47573735163762
2012-09-30,49.644611903599326
2012-06-30,42.31546046370167
2012-03-31,41.48642441322064
2011-12-31,33.705831575794384
2011-09-30,21.388008363785282
2011-06-30,18.970118231951872
2011-03-31,26.694369316101074
2010-12-31,22.43819585660609
2010-09-30,28.25225603462446
2010-06-30,28.973227280836838
2010-03-31,75.50409105088976
