date,ticker,reportedEPS,pe_ratio,quarterly_return_six_month,quarterly_return_one_year,yoy_return
2013-01-31,NVDA,0.007,40.40776831763131,-0.0962472649247146,-0.2102240719261348,0.07059378228233104
2013-04-30,NVDA,0.0045,71.03137175242107,0.1470229381906753,0.1208268687158529,0.07059378228233104
2013-07-31,NVDA,0.004,84.22409743070602,0.1885855200945307,0.0468283580704527,0.07059378228233104
2013-10-31,NVDA,0.005,71.23627066612244,0.1084669935060396,0.1957420043757425,0.07059378228233104
2014-01-31,NVDA,0.006,61.68897946675618,0.0711279786460932,0.3210083362316203,-0.03508257520339786
2014-04-30,NVDA,0.006,72.90062308311462,0.2426640786434197,0.3787140827032162,-0.03508257520339786
2014-07-31,NVDA,0.006,69.39019759496053,0.1621198599121138,0.243195354496883,-0.03508257520339786
2014-10-31,NVDA,0.008,58.36639553308487,0.0122991950068573,0.2852154399864797,-0.03508257520339786
2015-01-31,NVDA,0.009,51.19422409269545,0.0972545741483437,0.2544022551126175,0.13365617433414045
2015-04-30,NVDA,0.006,89.13186192512512,0.1422367546805165,0.2088720735910221,0.13365617433414045
2015-07-31,NVDA,0.004,120.70346623659134,0.029057950250048,0.1538382703673761,0.13365617433414045
2015-10-31,NVDA,0.011,62.679724259810015,0.2658663322102945,0.4333346178718813,0.13365617433414045
2016-01-31,NVDA,0.009,79.39318815867107,0.4551464924694344,0.4769746125011986,0.07005553182400681
2016-04-30,NVDA,0.008,108.7404116988182,0.2472072006479522,0.6392120851763137,0.07005553182400681
2016-07-31,NVDA,0.01,140.16777276992798,0.9609848548969216,1.8142708679389097,0.07005553182400681
2016-10-31,NVDA,0.021,83.33517256237211,0.9925100558991108,1.576756559072627,0.07005553182400681
2017-01-31,NVDA,0.025,107.56336212158205,0.9645450353845284,3.20270983459724,0.3792415169660679
2017-04-30,NVDA,0.02,128.60666513442993,0.4697576474301863,2.022232655869194,0.3792415169660679
2017-07-31,NVDA,0.023,174.42889835523522,0.5091670339473793,1.8887242147593932,0.3792415169660679
2017-10-31,NVDA,0.033,154.84817100293708,0.9590820446625052,2.0309053273136235,0.3792415169660679
2018-01-31,NVDA,0.039,155.8358485882099,0.4602501047391774,1.0771092290801692,0.4057887120115775
2018-04-30,NVDA,0.051,109.10366095748604,0.0958273199767609,1.1864842856801046,0.4057887120115775
2018-07-31,NVDA,0.049,123.71152761031168,-0.0055622131667552,0.464134867075902,0.4057887120115775
2018-10-31,NVDA,0.046,113.52737053580908,-0.127702332137471,-0.0292214995558151,0.4057887120115775
2019-01-31,NVDA,0.02,178.2124638557434,-0.4541742623699825,-0.3552955944534627,0.20609429689108505
2019-04-30,NVDA,0.022,204.20360565185547,-0.1476812500804665,-0.2474524649719739,0.20609429689108505
2019-07-31,NVDA,0.031,135.24084706460275,0.2231745144316441,-0.3067610936875786,0.20609429689108505
2019-10-31,NVDA,0.045,111.1116197374132,0.1115942430630658,-0.0374167098457371,0.20609429689108505
2020-01-31,NVDA,0.0473,124.42122050117992,0.6329655539451433,0.6541759994843421,-0.06811198361215431
2020-04-30,NVDA,0.045,161.7704815334744,0.4751910065577183,0.6652549356907189,-0.06811198361215431
2020-07-31,NVDA,0.055,192.36141551624644,0.768434393453951,1.8234130804475115,-0.06811198361215431
2020-10-31,NVDA,0.073,171.18575474987293,0.722472237187483,1.3968773047611256,-0.06811198361215431
2021-01-31,NVDA,0.0775,167.15836063508064,0.1804887637725172,1.0754800956788002,0.5272943762593882
2021-04-30,NVDA,0.0915,163.6530454041528,0.2188912211083713,1.1073372370146617,0.5272943762593882
2021-07-31,NVDA,0.104,187.09296446580151,0.4739135934491068,0.738709845658158,0.5272943762593882
2021-10-31,NVDA,0.117,218.09664343157385,0.7239198406126133,0.8553928635471559,0.5272943762593882
2022-01-31,NVDA,0.132,185.16211076216263,0.1530063236802912,0.6729753417632522,0.6140329835082459
2022-04-30,NVDA,0.136,136.14978509790757,-0.2816652171088372,0.293263942097266,0.6140329835082459
2022-07-31,NVDA,0.051,355.62425501206343,-0.2579460248103448,-0.1035135392744504,0.6140329835082459
2022-10-31,NVDA,0.058,232.4407511744006,-0.2938966801658574,-0.5354152706914238,0.6140329835082459
2023-01-31,NVDA,0.088,221.81424227627843,0.0147989517046935,-0.2113195360862607,0.002229323028906993
2023-04-30,NVDA,0.109,254.39509120556193,1.0568140090120268,0.3659357349459957,0.002229323028906993
2023-07-31,NVDA,0.27,172.96392652723523,1.3935490994653057,1.435006152778374,0.002229323028906993
2023-10-31,NVDA,0.402,101.38874148848043,0.4807802642672889,1.9094503106767184,0.002229323028906993
2024-01-31,NVDA,0.516,119.18534419333288,0.4104165753814277,1.9779434754940075,1.2585452658115224
2024-04-30,NVDA,0.612,141.123578439351,1.0736873695593676,2.0608488333082486,1.2585452658115224
2024-07-31,NVDA,0.68,172.03388214111328,0.6460149898263998,1.2846305210140012,1.2585452658115224
2024-10-31,NVDA,0.81,163.8634952498071,0.5696016571993001,2.046537984064517,1.2585452658115224
